날짜,품목명,가격
20080424.0,양파,1519
20080425.0,깐마늘(국산),7095
20080425.0,딸기,670
20080425.0,양파,1693
20080428.0,깐마늘(국산),7095
20080428.0,딸기,670
20080428.0,양파,1634
20080429.0,깐마늘(국산),7095
20080429.0,딸기,620
20080429.0,양파,1634
20080430.0,깐마늘(국산),7095
20080430.0,딸기,620
20080430.0,양파,1634
20080502.0,깐마늘(국산),7095
20080502.0,딸기,620
20080502.0,양파,1618
20080506.0,깐마늘(국산),6320
20080506.0,딸기,745
20080506.0,양파,1618
20080507.0,깐마늘(국산),6593
20080507.0,딸기,745
20080507.0,양파,1595
20080508.0,깐마늘(국산),6593
20080508.0,딸기,500
20080508.0,양파,1498
20080509.0,깐마늘(국산),6593
20080509.0,딸기,500
20080509.0,양파,1498
20080513.0,깐마늘(국산),6320
20080513.0,양파,1498
20080514.0,깐마늘(국산),6940
20080514.0,양파,1518
20080515.0,깐마늘(국산),6940
20080515.0,양파,1588
20080516.0,깐마늘(국산),6940
20080516.0,양파,1588
20080519.0,깐마늘(국산),6940
20080519.0,양파,1588
20080520.0,깐마늘(국산),6940
20080520.0,양파,1588
20080521.0,깐마늘(국산),6940
20080521.0,양파,1588
20080522.0,깐마늘(국산),6940
20080522.0,양파,1468
20080523.0,깐마늘(국산),6940
20080523.0,양파,1382
20080526.0,깐마늘(국산),6940
20080526.0,양파,1392
20080527.0,깐마늘(국산),6940
20080527.0,양파,1392
20080528.0,깐마늘(국산),6940
20080528.0,양파,1328
20080529.0,깐마늘(국산),6940
20080529.0,양파,1138
20080530.0,깐마늘(국산),6940
20080530.0,양파,1138
20080602.0,깐마늘(국산),6940
20080602.0,양파,1188
20080603.0,깐마늘(국산),6940
20080603.0,양파,1138
20080604.0,깐마늘(국산),6940
20080604.0,양파,1225
20080605.0,깐마늘(국산),6940
20080605.0,양파,1535
20080609.0,깐마늘(국산),6940
20080609.0,양파,1522
20080610.0,깐마늘(국산),6940
20080610.0,양파,1522
20080611.0,깐마늘(국산),6940
20080611.0,양파,1522
20080612.0,깐마늘(국산),6940
20080612.0,양파,1355
20080613.0,깐마늘(국산),6940
20080613.0,양파,1355
20080616.0,깐마늘(국산),6940
20080616.0,양파,1318
20080617.0,깐마늘(국산),6940
20080617.0,양파,1318
20080618.0,깐마늘(국산),6940
20080618.0,양파,1405
20080619.0,깐마늘(국산),6940
20080619.0,양파,1655
20080620.0,깐마늘(국산),6940
20080620.0,양파,1655
20080623.0,깐마늘(국산),6940
20080623.0,양파,1655
20080624.0,깐마늘(국산),6940
20080624.0,양파,1655
20080625.0,깐마늘(국산),6815
20080625.0,양파,1655
20080626.0,깐마늘(국산),6815
20080626.0,양파,1672
20080627.0,깐마늘(국산),6815
20080627.0,양파,1672
20080630.0,깐마늘(국산),6427
20080630.0,양파,1672
20080701.0,깐마늘(국산),6427
20080701.0,양파,1672
20080702.0,깐마늘(국산),6427
20080702.0,양파,1672
20080703.0,깐마늘(국산),6427
20080703.0,양파,1590
20080704.0,깐마늘(국산),6427
20080704.0,양파,1650
20080707.0,깐마늘(국산),6427
20080707.0,양파,1688
20080708.0,깐마늘(국산),6427
20080708.0,양파,1665
20080709.0,깐마늘(국산),6427
20080709.0,양파,1665
20080710.0,깐마늘(국산),6427
20080710.0,양파,1748
20080711.0,깐마늘(국산),6427
20080711.0,양파,1748
20080714.0,깐마늘(국산),6427
20080714.0,양파,1748
20080715.0,깐마늘(국산),7033
20080715.0,양파,1770
20080716.0,깐마늘(국산),7033
20080716.0,양파,1770
20080717.0,깐마늘(국산),7033
20080717.0,양파,1620
20080718.0,깐마늘(국산),6770
20080718.0,양파,1620
20080721.0,깐마늘(국산),6315
20080721.0,양파,1620
20080722.0,깐마늘(국산),6315
20080722.0,양파,1520
20080723.0,깐마늘(국산),6315
20080723.0,양파,1520
20080724.0,깐마늘(국산),6315
20080724.0,양파,1670
20080725.0,깐마늘(국산),6315
20080725.0,양파,1670
20080728.0,깐마늘(국산),6315
20080728.0,양파,1670
20080729.0,깐마늘(국산),6315
20080729.0,양파,1835
20080730.0,깐마늘(국산),6315
20080730.0,복숭아,22700
20080730.0,양파,1800
20080731.0,깐마늘(국산),6315
20080731.0,복숭아,19670
20080731.0,양파,1825
20080801.0,깐마늘(국산),6315
20080801.0,복숭아,19670
20080801.0,양파,1625
20080804.0,깐마늘(국산),6315
20080804.0,복숭아,17585
20080804.0,양파,1652
20080805.0,깐마늘(국산),6315
20080805.0,복숭아,17585
20080805.0,양파,1652
20080806.0,깐마늘(국산),6315
20080806.0,복숭아,20200
20080806.0,양파,1570
20080807.0,깐마늘(국산),6315
20080807.0,복숭아,20200
20080807.0,양파,1570
20080808.0,깐마늘(국산),6315
20080808.0,복숭아,16905
20080808.0,양파,1680
20080811.0,깐마늘(국산),6315
20080811.0,복숭아,16905
20080811.0,양파,1722
20080812.0,깐마늘(국산),6315
20080812.0,복숭아,16223
20080812.0,양파,1722
20080813.0,깐마늘(국산),6315
20080813.0,복숭아,15113
20080813.0,양파,1722
20080814.0,깐마늘(국산),6315
20080814.0,복숭아,15113
20080814.0,양파,1600
20080818.0,깐마늘(국산),6315
20080818.0,복숭아,14213
20080818.0,양파,1512
20080819.0,깐마늘(국산),6315
20080819.0,복숭아,14213
20080819.0,양파,1512
20080820.0,깐마늘(국산),6315
20080820.0,복숭아,15780
20080820.0,양파,1512
20080821.0,깐마늘(국산),6315
20080821.0,복숭아,15780
20080821.0,양파,1495
20080822.0,깐마늘(국산),6315
20080822.0,복숭아,16265
20080822.0,양파,1530
20080825.0,깐마늘(국산),6070
20080825.0,복숭아,16300
20080825.0,양파,1515
20080826.0,깐마늘(국산),6070
20080826.0,복숭아,16300
20080826.0,양파,1590
20080827.0,깐마늘(국산),6070
20080827.0,복숭아,16300
20080827.0,양파,1618
20080828.0,깐마늘(국산),6070
20080828.0,복숭아,16300
20080828.0,양파,1770
20080829.0,깐마늘(국산),6070
20080829.0,복숭아,16000
20080829.0,양파,1865
20080901.0,깐마늘(국산),6070
20080901.0,복숭아,15615
20080901.0,양파,1865
20080902.0,깐마늘(국산),6070
20080902.0,복숭아,15310
20080902.0,양파,1865
20080903.0,깐마늘(국산),6070
20080903.0,복숭아,15232
20080903.0,양파,1865
20080904.0,깐마늘(국산),6070
20080904.0,복숭아,15410
20080904.0,양파,1738
20080905.0,깐마늘(국산),6070
20080905.0,복숭아,15410
20080905.0,양파,1738
20080908.0,깐마늘(국산),6070
20080908.0,복숭아,16258
20080908.0,양파,1738
20080909.0,깐마늘(국산),6070
20080909.0,복숭아,15758
20080909.0,양파,1698
20080910.0,깐마늘(국산),6070
20080910.0,복숭아,14743
20080910.0,양파,1698
20080911.0,깐마늘(국산),6070
20080911.0,복숭아,15513
20080911.0,양파,1825
20080912.0,깐마늘(국산),6070
20080912.0,복숭아,15270
20080912.0,양파,1825
20080916.0,깐마늘(국산),6070
20080916.0,복숭아,15270
20080916.0,양파,1898
20080917.0,깐마늘(국산),6070
20080917.0,복숭아,13000
20080917.0,양파,1898
20080918.0,깐마늘(국산),6100
20080918.0,복숭아,13000
20080918.0,양파,1880
20080919.0,깐마늘(국산),6100
20080919.0,복숭아,13000
20080919.0,양파,1880
20080922.0,깐마늘(국산),6070
20080922.0,복숭아,13000
20080922.0,양파,1880
20080923.0,깐마늘(국산),6070
20080923.0,복숭아,13000
20080923.0,양파,1880
20080924.0,깐마늘(국산),6070
20080924.0,복숭아,13000
20080924.0,양파,1880
20080925.0,깐마늘(국산),6070
20080925.0,복숭아,13000
20080925.0,양파,1648
20080926.0,깐마늘(국산),6070
20080926.0,복숭아,13000
20080926.0,양파,1648
20080929.0,깐마늘(국산),6070
20080929.0,양파,1648
20080930.0,깐마늘(국산),6070
20080930.0,양파,1648
20081001.0,깐마늘(국산),6070
20081001.0,양파,1648
20081002.0,깐마늘(국산),6070
20081002.0,양파,1610
20081006.0,깐마늘(국산),6070
20081006.0,양파,1610
20081007.0,깐마늘(국산),6070
20081007.0,양파,1610
20081008.0,깐마늘(국산),6070
20081008.0,양파,1610
20081009.0,깐마늘(국산),6070
20081009.0,양파,1620
20081010.0,깐마늘(국산),6070
20081010.0,양파,1620
20081013.0,깐마늘(국산),6070
20081013.0,양파,1620
20081014.0,깐마늘(국산),6070
20081014.0,양파,1620
20081015.0,깐마늘(국산),6070
20081015.0,양파,1572
20081016.0,깐마늘(국산),6070
20081016.0,양파,1825
20081017.0,깐마늘(국산),6070
20081017.0,양파,1825
20081020.0,깐마늘(국산),6070
20081020.0,양파,1825
20081021.0,깐마늘(국산),6070
20081021.0,양파,1825
20081022.0,깐마늘(국산),6070
20081022.0,양파,1825
20081023.0,깐마늘(국산),6070
20081023.0,양파,1662
20081024.0,깐마늘(국산),6070
20081024.0,양파,1662
20081027.0,깐마늘(국산),6070
20081027.0,양파,1662
20081028.0,깐마늘(국산),6070
20081028.0,양파,1662
20081029.0,깐마늘(국산),6070
20081029.0,양파,1662
20081030.0,깐마늘(국산),6070
20081030.0,양파,1750
20081031.0,깐마늘(국산),6070
20081031.0,양파,1750
20081103.0,깐마늘(국산),5945
20081103.0,양파,1750
20081104.0,깐마늘(국산),6125
20081104.0,양파,1782
20081105.0,깐마늘(국산),5950
20081105.0,양파,1782
20081106.0,깐마늘(국산),5950
20081106.0,양파,1835
20081107.0,깐마늘(국산),5950
20081107.0,양파,1835
20081110.0,깐마늘(국산),5950
20081110.0,양파,1868
20081111.0,깐마늘(국산),5950
20081111.0,양파,1868
20081112.0,깐마늘(국산),5950
20081112.0,양파,1868
20081113.0,깐마늘(국산),5950
20081113.0,양파,1865
20081114.0,깐마늘(국산),5950
20081114.0,양파,1865
20081117.0,깐마늘(국산),6100
20081117.0,양파,1865
20081118.0,깐마늘(국산),6100
20081118.0,양파,1865
20081119.0,깐마늘(국산),5945
20081119.0,양파,1865
20081120.0,깐마늘(국산),6088
20081120.0,양파,1865
20081121.0,깐마늘(국산),6088
20081121.0,양파,1865
20081124.0,깐마늘(국산),6088
20081124.0,양파,2045
20081125.0,깐마늘(국산),6088
20081125.0,양파,2045
20081126.0,깐마늘(국산),6088
20081126.0,양파,2045
20081127.0,깐마늘(국산),5608
20081127.0,양파,2045
20081128.0,깐마늘(국산),5608
20081128.0,양파,2045
20081202.0,깐마늘(국산),6088
20081202.0,양파,2110
20081203.0,깐마늘(국산),6088
20081203.0,양파,2028
20081204.0,깐마늘(국산),6088
20081204.0,양파,2355
20081205.0,깐마늘(국산),6088
20081205.0,양파,2355
20081208.0,깐마늘(국산),6088
20081208.0,양파,2355
20081209.0,깐마늘(국산),6088
20081209.0,양파,2355
20081210.0,깐마늘(국산),6088
20081210.0,양파,2355
20081211.0,깐마늘(국산),6088
20081211.0,양파,2322
20081212.0,깐마늘(국산),5945
20081212.0,양파,2322
20081215.0,깐마늘(국산),5945
20081215.0,딸기,1126
20081215.0,양파,2322
20081216.0,깐마늘(국산),5945
20081216.0,딸기,1162
20081216.0,양파,2322
20081217.0,깐마늘(국산),5945
20081217.0,딸기,1162
20081217.0,양파,2322
20081218.0,깐마늘(국산),5945
20081218.0,딸기,1162
20081218.0,양파,2322
20081219.0,깐마늘(국산),5945
20081219.0,딸기,1130
20081219.0,양파,2322
20081222.0,깐마늘(국산),5945
20081222.0,딸기,1170
20081222.0,양파,2322
20081223.0,깐마늘(국산),5945
20081223.0,딸기,1212
20081223.0,양파,2322
20081224.0,깐마늘(국산),5945
20081224.0,딸기,1212
20081224.0,양파,2272
20081226.0,깐마늘(국산),5688
20081226.0,딸기,1264
20081226.0,양파,2272
20081229.0,깐마늘(국산),5688
20081229.0,딸기,1290
20081229.0,양파,2272
20081230.0,깐마늘(국산),5688
20081230.0,딸기,1297
20081230.0,양파,2272
20081231.0,깐마늘(국산),5638
20081231.0,딸기,1297
20081231.0,양파,2272
20090102.0,깐마늘(국산),5722
20090102.0,딸기,1295
20090102.0,양파,2185
20090105.0,깐마늘(국산),5722
20090105.0,딸기,1370
20090105.0,양파,2185
20090106.0,깐마늘(국산),5722
20090106.0,딸기,1370
20090106.0,양파,2185
20090107.0,깐마늘(국산),5722
20090107.0,딸기,1395
20090107.0,양파,2185
20090108.0,깐마늘(국산),6078
20090108.0,딸기,1222
20090108.0,양파,2275
20090109.0,깐마늘(국산),6078
20090109.0,딸기,1198
20090109.0,양파,2342
20090112.0,깐마늘(국산),6078
20090112.0,딸기,1180
20090112.0,양파,2342
20090113.0,깐마늘(국산),6078
20090113.0,딸기,1180
20090113.0,양파,2342
20090114.0,깐마늘(국산),6078
20090114.0,딸기,1180
20090114.0,양파,2342
20090115.0,깐마늘(국산),6078
20090115.0,딸기,962
20090115.0,양파,2375
20090116.0,깐마늘(국산),6038
20090116.0,딸기,962
20090116.0,양파,2375
20090119.0,깐마늘(국산),6038
20090119.0,딸기,1017
20090119.0,양파,2375
20090120.0,깐마늘(국산),6038
20090120.0,딸기,1017
20090120.0,양파,2375
20090121.0,깐마늘(국산),6038
20090121.0,딸기,1017
20090121.0,양파,2375
20090122.0,깐마늘(국산),6038
20090122.0,딸기,1320
20090122.0,양파,2375
20090123.0,깐마늘(국산),6038
20090123.0,딸기,1264
20090123.0,양파,2375
20090128.0,깐마늘(국산),6075
20090128.0,딸기,1220
20090128.0,양파,2375
20090129.0,깐마늘(국산),6590
20090129.0,딸기,937
20090129.0,양파,2375
20090130.0,깐마늘(국산),6190
20090130.0,딸기,937
20090130.0,양파,2375
20090202.0,깐마늘(국산),6102
20090202.0,딸기,937
20090202.0,양파,2348
20090203.0,깐마늘(국산),6102
20090203.0,딸기,937
20090203.0,양파,2348
20090204.0,깐마늘(국산),6102
20090204.0,딸기,912
20090204.0,양파,2348
20090205.0,깐마늘(국산),6502
20090205.0,딸기,969
20090205.0,양파,2248
20090206.0,깐마늘(국산),6502
20090206.0,딸기,832
20090206.0,양파,2298
20090209.0,깐마늘(국산),6502
20090209.0,딸기,929
20090209.0,양파,2298
20090210.0,깐마늘(국산),6502
20090210.0,딸기,894
20090210.0,양파,2322
20090211.0,깐마늘(국산),6502
20090211.0,딸기,894
20090211.0,양파,2322
20090212.0,깐마늘(국산),6502
20090212.0,딸기,940
20090212.0,양파,2438
20090213.0,깐마늘(국산),6502
20090213.0,딸기,814
20090213.0,양파,2438
20090216.0,깐마늘(국산),6298
20090216.0,딸기,810
20090216.0,양파,2438
20090217.0,깐마늘(국산),6298
20090217.0,딸기,810
20090217.0,양파,2438
20090218.0,깐마늘(국산),6298
20090218.0,딸기,812
20090218.0,양파,2438
20090219.0,깐마늘(국산),6298
20090219.0,딸기,862
20090219.0,양파,2488
20090220.0,깐마늘(국산),6298
20090220.0,딸기,862
20090220.0,양파,2488
20090223.0,깐마늘(국산),6298
20090223.0,딸기,810
20090223.0,양파,2512
20090224.0,깐마늘(국산),6298
20090224.0,딸기,810
20090224.0,양파,2512
20090225.0,깐마늘(국산),6228
20090225.0,딸기,835
20090225.0,양파,2512
20090226.0,깐마늘(국산),6028
20090226.0,딸기,891
20090226.0,양파,2512
20090227.0,깐마늘(국산),6028
20090227.0,딸기,916
20090227.0,양파,2512
20090302.0,깐마늘(국산),6228
20090302.0,딸기,990
20090302.0,양파,2595
20090303.0,깐마늘(국산),6228
20090303.0,딸기,964
20090303.0,양파,2720
20090304.0,깐마늘(국산),6228
20090304.0,딸기,964
20090304.0,양파,2720
20090305.0,깐마늘(국산),6228
20090305.0,딸기,914
20090305.0,양파,2590
20090306.0,깐마늘(국산),6228
20090306.0,딸기,914
20090306.0,양파,2590
20090309.0,깐마늘(국산),6228
20090309.0,딸기,898
20090309.0,양파,2590
20090310.0,깐마늘(국산),6228
20090310.0,딸기,934
20090310.0,양파,2590
20090311.0,깐마늘(국산),5882
20090311.0,딸기,817
20090311.0,양파,2590
20090312.0,깐마늘(국산),5882
20090312.0,딸기,864
20090312.0,양파,2890
20090313.0,깐마늘(국산),5882
20090313.0,딸기,817
20090313.0,양파,2890
20090316.0,깐마늘(국산),5882
20090316.0,딸기,766
20090316.0,양파,2922
20090317.0,깐마늘(국산),5882
20090317.0,딸기,767
20090317.0,양파,2922
20090318.0,깐마늘(국산),5882
20090318.0,딸기,767
20090318.0,양파,2922
20090319.0,깐마늘(국산),5752
20090319.0,딸기,797
20090319.0,양파,2705
20090320.0,깐마늘(국산),6432
20090320.0,딸기,797
20090320.0,양파,2705
20090323.0,깐마늘(국산),6432
20090323.0,딸기,816
20090323.0,양파,2922
20090324.0,깐마늘(국산),6432
20090324.0,딸기,792
20090324.0,양파,2705
20090325.0,깐마늘(국산),6432
20090325.0,딸기,792
20090325.0,양파,2705
20090326.0,깐마늘(국산),6432
20090326.0,딸기,715
20090326.0,양파,2680
20090327.0,깐마늘(국산),6432
20090327.0,딸기,715
20090327.0,양파,2605
20090330.0,깐마늘(국산),6402
20090330.0,딸기,715
20090330.0,양파,2822
20090331.0,깐마늘(국산),6402
20090331.0,딸기,715
20090331.0,양파,2822
20090401.0,깐마늘(국산),6432
20090401.0,딸기,715
20090401.0,양파,2380
20090402.0,깐마늘(국산),6432
20090402.0,딸기,770
20090402.0,양파,2307
20090403.0,깐마늘(국산),6432
20090403.0,딸기,766
20090403.0,양파,2164
20090406.0,깐마늘(국산),6432
20090406.0,딸기,873
20090406.0,양파,2300
20090407.0,깐마늘(국산),6432
20090407.0,딸기,880
20090407.0,양파,2300
20090408.0,깐마늘(국산),6432
20090408.0,딸기,880
20090408.0,양파,2336
20090409.0,깐마늘(국산),6432
20090409.0,딸기,893
20090409.0,양파,2192
20090410.0,깐마늘(국산),6432
20090410.0,딸기,893
20090410.0,양파,2192
20090413.0,깐마늘(국산),6432
20090413.0,딸기,926
20090413.0,양파,2077
20090414.0,깐마늘(국산),6432
20090414.0,딸기,926
20090414.0,양파,2077
20090415.0,깐마늘(국산),6432
20090415.0,딸기,926
20090415.0,양파,2077
20090416.0,깐마늘(국산),6432
20090416.0,딸기,920
20090416.0,양파,1781
20090417.0,깐마늘(국산),6432
20090417.0,딸기,887
20090417.0,양파,1781
20090420.0,깐마늘(국산),5732
20090420.0,딸기,887
20090420.0,양파,1781
20090421.0,깐마늘(국산),5732
20090421.0,딸기,887
20090421.0,양파,1781
20090422.0,깐마늘(국산),5732
20090422.0,딸기,853
20090422.0,양파,2006
20090423.0,깐마늘(국산),5412
20090423.0,딸기,853
20090423.0,양파,1870
20090424.0,깐마늘(국산),5412
20090424.0,딸기,853
20090424.0,양파,1870
20090427.0,깐마늘(국산),5412
20090427.0,딸기,840
20090427.0,양파,2188
20090428.0,깐마늘(국산),5412
20090428.0,딸기,700
20090428.0,양파,2170
20090429.0,깐마늘(국산),5412
20090429.0,딸기,700
20090429.0,양파,2170
20090430.0,깐마늘(국산),5412
20090430.0,딸기,700
20090430.0,양파,2348
20090504.0,깐마늘(국산),5412
20090504.0,딸기,700
20090504.0,양파,2310
20090506.0,깐마늘(국산),5055
20090506.0,딸기,700
20090506.0,양파,2010
20090507.0,깐마늘(국산),5055
20090507.0,딸기,700
20090507.0,양파,1850
20090508.0,깐마늘(국산),5055
20090508.0,딸기,700
20090508.0,양파,1850
20090511.0,깐마늘(국산),5055
20090511.0,딸기,600
20090511.0,양파,1687
20090512.0,깐마늘(국산),5055
20090512.0,딸기,600
20090512.0,양파,2087
20090513.0,깐마늘(국산),5055
20090513.0,딸기,600
20090513.0,양파,2087
20090514.0,깐마늘(국산),5580
20090514.0,딸기,600
20090514.0,양파,1853
20090515.0,깐마늘(국산),5580
20090515.0,딸기,600
20090515.0,양파,1702
20090518.0,깐마늘(국산),5775
20090518.0,딸기,600
20090518.0,양파,1702
20090519.0,깐마늘(국산),5775
20090519.0,딸기,600
20090519.0,양파,1702
20090520.0,깐마늘(국산),5775
20090520.0,딸기,600
20090520.0,양파,1692
20090521.0,깐마늘(국산),5775
20090521.0,딸기,600
20090521.0,양파,1865
20090522.0,깐마늘(국산),5775
20090522.0,딸기,600
20090522.0,양파,1865
20090525.0,깐마늘(국산),5580
20090525.0,양파,1865
20090526.0,깐마늘(국산),5580
20090526.0,양파,1922
20090527.0,깐마늘(국산),5380
20090527.0,양파,1848
20090528.0,깐마늘(국산),5420
20090528.0,양파,1685
20090529.0,깐마늘(국산),5420
20090529.0,양파,1748
20090601.0,깐마늘(국산),5420
20090601.0,양파,1748
20090602.0,깐마늘(국산),5420
20090602.0,양파,1672
20090603.0,깐마늘(국산),5420
20090603.0,양파,1672
20090604.0,깐마늘(국산),5420
20090604.0,양파,1490
20090605.0,깐마늘(국산),5420
20090605.0,양파,1490
20090608.0,깐마늘(국산),5420
20090608.0,양파,1490
20090609.0,깐마늘(국산),5610
20090609.0,양파,1490
20090610.0,깐마늘(국산),5610
20090610.0,양파,1490
20090611.0,깐마늘(국산),5023
20090611.0,양파,1590
20090612.0,깐마늘(국산),5023
20090612.0,양파,1598
20090615.0,깐마늘(국산),5023
20090615.0,양파,1598
20090616.0,깐마늘(국산),4757
20090616.0,양파,1495
20090617.0,깐마늘(국산),4757
20090617.0,양파,1495
20090618.0,깐마늘(국산),4757
20090618.0,양파,1410
20090619.0,깐마늘(국산),4757
20090619.0,양파,1410
20090622.0,깐마늘(국산),4757
20090622.0,양파,1485
20090623.0,깐마늘(국산),4757
20090623.0,양파,1485
20090624.0,깐마늘(국산),4757
20090624.0,양파,1485
20090625.0,깐마늘(국산),4842
20090625.0,양파,1330
20090626.0,깐마늘(국산),4842
20090626.0,양파,1330
20090629.0,깐마늘(국산),4842
20090629.0,양파,1358
20090630.0,깐마늘(국산),4842
20090630.0,양파,1358
20090701.0,깐마늘(국산),5030
20090701.0,양파,1175
20090702.0,깐마늘(국산),5068
20090702.0,양파,975
20090703.0,깐마늘(국산),5068
20090703.0,양파,1080
20090706.0,깐마늘(국산),5068
20090706.0,양파,1075
20090707.0,깐마늘(국산),5068
20090707.0,양파,1075
20090708.0,깐마늘(국산),5068
20090708.0,양파,1075
20090709.0,깐마늘(국산),4705
20090709.0,양파,1018
20090710.0,깐마늘(국산),4705
20090710.0,양파,910
20090713.0,깐마늘(국산),4705
20090713.0,양파,1140
20090714.0,깐마늘(국산),4705
20090714.0,양파,1140
20090715.0,깐마늘(국산),4705
20090715.0,양파,1018
20090716.0,깐마늘(국산),5278
20090716.0,양파,1058
20090717.0,깐마늘(국산),5278
20090717.0,양파,1058
20090720.0,깐마늘(국산),5278
20090720.0,양파,1058
20090721.0,깐마늘(국산),4905
20090721.0,양파,1058
20090722.0,깐마늘(국산),4905
20090722.0,양파,1058
20090723.0,깐마늘(국산),4238
20090723.0,양파,1290
20090724.0,깐마늘(국산),4238
20090724.0,양파,1315
20090727.0,깐마늘(국산),4238
20090727.0,양파,1423
20090728.0,깐마늘(국산),4238
20090728.0,양파,1398
20090729.0,깐마늘(국산),4238
20090729.0,복숭아,22570
20090729.0,양파,1398
20090730.0,깐마늘(국산),4750
20090730.0,복숭아,18935
20090730.0,양파,1248
20090731.0,깐마늘(국산),4725
20090731.0,복숭아,18935
20090731.0,양파,1248
20090803.0,깐마늘(국산),4912
20090803.0,복숭아,19585
20090803.0,양파,1248
20090804.0,깐마늘(국산),4912
20090804.0,복숭아,19585
20090804.0,양파,1248
20090805.0,깐마늘(국산),4912
20090805.0,복숭아,19585
20090805.0,양파,1248
20090806.0,깐마늘(국산),5670
20090806.0,복숭아,13035
20090806.0,양파,1582
20090807.0,깐마늘(국산),5670
20090807.0,복숭아,14700
20090807.0,양파,1365
20090810.0,깐마늘(국산),5720
20090810.0,복숭아,14700
20090810.0,양파,1365
20090811.0,깐마늘(국산),5720
20090811.0,복숭아,14700
20090811.0,양파,1365
20090812.0,깐마늘(국산),5720
20090812.0,복숭아,14700
20090812.0,양파,1365
20090813.0,깐마늘(국산),5720
20090813.0,복숭아,16153
20090813.0,양파,1350
20090814.0,깐마늘(국산),5720
20090814.0,복숭아,15200
20090814.0,양파,1350
20090817.0,깐마늘(국산),5720
20090817.0,복숭아,15450
20090817.0,양파,1350
20090818.0,깐마늘(국산),5720
20090818.0,복숭아,15450
20090818.0,양파,1350
20090819.0,깐마늘(국산),5920
20090819.0,복숭아,15450
20090819.0,양파,1362
20090820.0,깐마늘(국산),5585
20090820.0,복숭아,15210
20090820.0,양파,1272
20090821.0,깐마늘(국산),5585
20090821.0,복숭아,15210
20090821.0,양파,1272
20090824.0,깐마늘(국산),5585
20090824.0,복숭아,15763
20090824.0,양파,1342
20090825.0,깐마늘(국산),5585
20090825.0,복숭아,15763
20090825.0,양파,1342
20090826.0,깐마늘(국산),5585
20090826.0,복숭아,15763
20090826.0,양파,1342
20090827.0,깐마늘(국산),5515
20090827.0,복숭아,15977
20090827.0,양파,1382
20090828.0,깐마늘(국산),5515
20090828.0,복숭아,15310
20090828.0,양파,1382
20090831.0,깐마늘(국산),5515
20090831.0,복숭아,15310
20090831.0,양파,1432
20090901.0,깐마늘(국산),5515
20090901.0,복숭아,14757
20090901.0,양파,1445
20090902.0,깐마늘(국산),5390
20090902.0,복숭아,14757
20090902.0,양파,1445
20090903.0,깐마늘(국산),5745
20090903.0,복숭아,14800
20090903.0,양파,1395
20090904.0,깐마늘(국산),5745
20090904.0,복숭아,14800
20090904.0,양파,1395
20090907.0,깐마늘(국산),5745
20090907.0,복숭아,14800
20090907.0,양파,1378
20090908.0,깐마늘(국산),5745
20090908.0,복숭아,13000
20090908.0,양파,1378
20090909.0,깐마늘(국산),5745
20090909.0,복숭아,13000
20090909.0,양파,1378
20090910.0,깐마늘(국산),5208
20090910.0,복숭아,13000
20090910.0,양파,1130
20090911.0,깐마늘(국산),5208
20090911.0,복숭아,13000
20090911.0,양파,1130
20090914.0,깐마늘(국산),5208
20090914.0,복숭아,13000
20090914.0,양파,1260
20090915.0,깐마늘(국산),5208
20090915.0,복숭아,12000
20090915.0,양파,1260
20090916.0,깐마늘(국산),5208
20090916.0,복숭아,12000
20090916.0,양파,1260
20090917.0,깐마늘(국산),5595
20090917.0,복숭아,12000
20090917.0,양파,1340
20090918.0,깐마늘(국산),5595
20090918.0,양파,1340
20090921.0,깐마늘(국산),5595
20090921.0,양파,1340
20090922.0,깐마늘(국산),5595
20090922.0,양파,1627
20090923.0,깐마늘(국산),5595
20090923.0,양파,1340
20090924.0,깐마늘(국산),5477
20090924.0,양파,1340
20090925.0,깐마늘(국산),5208
20090925.0,양파,1252
20090928.0,깐마늘(국산),5308
20090928.0,양파,1435
20090929.0,깐마늘(국산),5308
20090929.0,양파,1435
20090930.0,깐마늘(국산),5308
20090930.0,양파,1435
20091001.0,깐마늘(국산),5308
20091001.0,양파,1435
20091005.0,깐마늘(국산),5695
20091005.0,양파,1435
20091006.0,깐마늘(국산),5695
20091006.0,양파,1435
20091007.0,깐마늘(국산),5695
20091007.0,양파,1435
20091008.0,깐마늘(국산),5695
20091008.0,양파,1440
20091009.0,깐마늘(국산),5695
20091009.0,양파,1440
20091012.0,깐마늘(국산),5695
20091012.0,양파,1470
20091013.0,깐마늘(국산),5695
20091013.0,양파,1470
20091014.0,깐마늘(국산),5770
20091014.0,양파,1470
20091015.0,깐마늘(국산),5770
20091015.0,양파,1470
20091016.0,깐마늘(국산),5770
20091016.0,양파,1470
20091019.0,깐마늘(국산),5770
20091019.0,양파,1470
20091020.0,깐마늘(국산),5628
20091020.0,양파,1370
20091021.0,깐마늘(국산),5628
20091021.0,양파,1370
20091022.0,깐마늘(국산),5435
20091022.0,양파,1350
20091023.0,깐마늘(국산),5435
20091023.0,양파,1440
20091026.0,깐마늘(국산),5435
20091026.0,양파,1440
20091027.0,깐마늘(국산),5435
20091027.0,양파,1440
20091028.0,깐마늘(국산),5435
20091028.0,양파,1438
20091029.0,깐마늘(국산),5435
20091029.0,양파,1320
20091030.0,깐마늘(국산),5185
20091030.0,양파,1352
