날짜,품목명,가격
20151104.0,양파,2040
20151105.0,깐마늘(국산),9833
20151105.0,양파,2230
20151106.0,깐마늘(국산),9833
20151106.0,양파,2230
20151109.0,깐마늘(국산),9833
20151109.0,양파,2297
20151110.0,깐마늘(국산),9833
20151110.0,양파,2297
20151111.0,깐마늘(국산),9833
20151111.0,양파,2297
20151112.0,깐마늘(국산),9217
20151112.0,양파,2297
20151113.0,깐마늘(국산),9067
20151113.0,양파,2297
20151116.0,깐마늘(국산),9067
20151116.0,양파,2297
20151117.0,깐마늘(국산),9067
20151117.0,양파,2297
20151118.0,깐마늘(국산),9067
20151118.0,양파,2297
20151119.0,깐마늘(국산),9650
20151119.0,양파,2407
20151120.0,깐마늘(국산),9650
20151120.0,양파,2407
20151123.0,깐마늘(국산),9717
20151123.0,양파,2373
20151124.0,깐마늘(국산),9717
20151124.0,양파,2373
20151125.0,깐마늘(국산),9717
20151125.0,양파,2373
20151126.0,깐마늘(국산),9783
20151126.0,양파,2530
20151127.0,깐마늘(국산),9783
20151127.0,양파,2460
20151130.0,깐마늘(국산),9783
20151130.0,양파,2460
20151201.0,깐마늘(국산),9783
20151201.0,양파,2460
20151202.0,깐마늘(국산),9783
20151202.0,양파,2460
20151203.0,깐마늘(국산),9783
20151203.0,양파,2460
20151207.0,깐마늘(국산),9783
20151207.0,양파,2460
20151208.0,깐마늘(국산),9783
20151208.0,양파,2460
20151209.0,깐마늘(국산),9783
20151209.0,양파,2460
20151210.0,깐마늘(국산),9810
20151210.0,양파,2460
20151211.0,깐마늘(국산),9743
20151211.0,양파,2550
20151214.0,깐마늘(국산),9743
20151214.0,양파,2550
20151215.0,깐마늘(국산),9743
20151215.0,딸기,1690
20151215.0,양파,2550
20151216.0,깐마늘(국산),9743
20151216.0,딸기,1690
20151216.0,양파,2550
20151217.0,깐마늘(국산),9743
20151217.0,딸기,1477
20151217.0,양파,2550
20151218.0,깐마늘(국산),9810
20151218.0,딸기,1543
20151218.0,양파,2550
20151221.0,깐마늘(국산),9810
20151221.0,딸기,1543
20151221.0,양파,2550
20151222.0,깐마늘(국산),9810
20151222.0,딸기,1543
20151222.0,양파,2550
20151223.0,깐마늘(국산),9810
20151223.0,딸기,1543
20151223.0,양파,2550
20151224.0,깐마늘(국산),9810
20151224.0,딸기,1587
20151224.0,양파,2550
20151228.0,깐마늘(국산),9810
20151228.0,딸기,1520
20151228.0,양파,2550
20151229.0,깐마늘(국산),9810
20151229.0,딸기,1520
20151229.0,양파,2550
20151230.0,깐마늘(국산),9810
20151230.0,딸기,1520
20151230.0,양파,2550
20151231.0,깐마늘(국산),10323
20151231.0,딸기,1487
20151231.0,양파,2550
20160104.0,깐마늘(국산),10323
20160104.0,딸기,1400
20160104.0,양파,2550
20160105.0,깐마늘(국산),10317
20160105.0,딸기,1433
20160105.0,양파,2550
20160106.0,깐마늘(국산),10317
20160106.0,딸기,1433
20160106.0,양파,2550
20160107.0,깐마늘(국산),9793
20160107.0,딸기,1477
20160107.0,양파,2550
20160108.0,깐마늘(국산),9793
20160108.0,딸기,1477
20160108.0,양파,2550
20160111.0,깐마늘(국산),9683
20160111.0,딸기,1550
20160111.0,양파,2550
20160112.0,깐마늘(국산),9683
20160112.0,딸기,1550
20160112.0,양파,2550
20160113.0,깐마늘(국산),9683
20160113.0,딸기,1550
20160113.0,양파,2550
20160114.0,깐마늘(국산),9850
20160114.0,딸기,1300
20160114.0,양파,2550
20160115.0,깐마늘(국산),9850
20160115.0,딸기,1300
20160115.0,양파,2550
20160118.0,깐마늘(국산),9850
20160118.0,딸기,1233
20160118.0,양파,2550
20160119.0,깐마늘(국산),9850
20160119.0,딸기,1233
20160119.0,양파,2550
20160120.0,깐마늘(국산),9850
20160120.0,딸기,1233
20160120.0,양파,2550
20160121.0,깐마늘(국산),9850
20160121.0,딸기,1397
20160121.0,양파,2477
20160122.0,깐마늘(국산),9850
20160122.0,딸기,1397
20160122.0,양파,2477
20160125.0,깐마늘(국산),9850
20160125.0,딸기,1397
20160125.0,양파,2477
20160126.0,깐마늘(국산),9850
20160126.0,딸기,1397
20160126.0,양파,2477
20160127.0,깐마늘(국산),9850
20160127.0,딸기,1340
20160127.0,양파,2477
20160128.0,깐마늘(국산),9777
20160128.0,딸기,1413
20160128.0,양파,2463
20160129.0,깐마늘(국산),9777
20160129.0,딸기,1413
20160129.0,양파,2527
20160201.0,깐마늘(국산),9777
20160201.0,딸기,1413
20160201.0,양파,2527
20160202.0,깐마늘(국산),9777
20160202.0,딸기,1447
20160202.0,양파,2527
20160203.0,깐마늘(국산),9777
20160203.0,딸기,1447
20160203.0,양파,2527
20160204.0,깐마늘(국산),11470
20160204.0,딸기,1587
20160204.0,양파,2613
20160205.0,깐마늘(국산),11470
20160205.0,딸기,1587
20160205.0,양파,2613
20160211.0,깐마늘(국산),11470
20160211.0,딸기,1400
20160211.0,양파,2613
20160212.0,깐마늘(국산),11470
20160212.0,딸기,1400
20160212.0,양파,2613
20160215.0,깐마늘(국산),11470
20160215.0,딸기,1333
20160215.0,양파,2613
20160216.0,깐마늘(국산),11470
20160216.0,딸기,1333
20160216.0,양파,2613
20160217.0,깐마늘(국산),11470
20160217.0,딸기,1333
20160217.0,양파,2613
20160218.0,깐마늘(국산),10417
20160218.0,딸기,1197
20160218.0,양파,2613
20160219.0,깐마늘(국산),10417
20160219.0,딸기,1230
20160219.0,양파,2613
20160222.0,깐마늘(국산),10417
20160222.0,딸기,1230
20160222.0,양파,2613
20160223.0,깐마늘(국산),10417
20160223.0,딸기,1230
20160223.0,양파,2503
20160224.0,깐마늘(국산),10417
20160224.0,딸기,1230
20160224.0,양파,2503
20160225.0,깐마늘(국산),11250
20160225.0,딸기,1297
20160225.0,양파,2503
20160226.0,깐마늘(국산),11250
20160226.0,딸기,1297
20160226.0,양파,2503
20160229.0,깐마늘(국산),11250
20160229.0,딸기,1263
20160229.0,양파,2503
20160302.0,깐마늘(국산),11250
20160302.0,딸기,1330
20160302.0,양파,2503
20160303.0,깐마늘(국산),11250
20160303.0,딸기,1217
20160303.0,양파,2613
20160304.0,깐마늘(국산),11250
20160304.0,딸기,1217
20160304.0,양파,2613
20160307.0,깐마늘(국산),11250
20160307.0,딸기,1217
20160307.0,양파,2613
20160308.0,깐마늘(국산),11250
20160308.0,딸기,1073
20160308.0,양파,2613
20160309.0,깐마늘(국산),11250
20160309.0,딸기,1040
20160309.0,양파,2613
20160310.0,깐마늘(국산),11360
20160310.0,딸기,989
20160310.0,양파,2613
20160311.0,깐마늘(국산),11360
20160311.0,딸기,989
20160311.0,양파,2613
20160314.0,깐마늘(국산),11360
20160314.0,딸기,956
20160314.0,양파,2613
20160315.0,깐마늘(국산),11360
20160315.0,딸기,956
20160315.0,양파,2613
20160316.0,깐마늘(국산),11360
20160316.0,딸기,956
20160316.0,양파,2613
20160317.0,깐마늘(국산),11360
20160317.0,딸기,863
20160317.0,양파,2613
20160318.0,깐마늘(국산),11360
20160318.0,딸기,830
20160318.0,양파,2613
20160321.0,깐마늘(국산),11360
20160321.0,딸기,840
20160321.0,양파,2613
20160322.0,깐마늘(국산),11360
20160322.0,딸기,873
20160322.0,양파,2503
20160323.0,깐마늘(국산),11360
20160323.0,딸기,873
20160323.0,양파,2503
20160324.0,깐마늘(국산),11360
20160324.0,딸기,927
20160324.0,양파,2283
20160325.0,깐마늘(국산),11360
20160325.0,딸기,927
20160325.0,양파,2393
20160328.0,깐마늘(국산),11360
20160328.0,딸기,990
20160328.0,양파,2393
20160329.0,깐마늘(국산),11360
20160329.0,딸기,927
20160329.0,양파,2393
20160330.0,깐마늘(국산),11360
20160330.0,딸기,927
20160330.0,양파,2393
20160331.0,깐마늘(국산),11360
20160331.0,딸기,927
20160331.0,양파,2613
20160401.0,깐마늘(국산),11693
20160401.0,딸기,927
20160401.0,양파,2613
20160404.0,깐마늘(국산),11693
20160404.0,딸기,993
20160404.0,양파,2547
20160405.0,깐마늘(국산),11693
20160405.0,딸기,960
20160405.0,양파,2547
20160406.0,깐마늘(국산),11693
20160406.0,딸기,893
20160406.0,양파,2547
20160407.0,깐마늘(국산),11693
20160407.0,딸기,900
20160407.0,양파,2547
20160408.0,깐마늘(국산),11693
20160408.0,딸기,900
20160408.0,양파,2547
20160411.0,깐마늘(국산),11693
20160411.0,딸기,1033
20160411.0,양파,2547
20160412.0,깐마늘(국산),11693
20160412.0,딸기,1033
20160412.0,양파,2378
20160414.0,깐마늘(국산),11693
20160414.0,딸기,1033
20160414.0,양파,2378
20160415.0,깐마늘(국산),11693
20160415.0,딸기,900
20160415.0,양파,2378
20160418.0,깐마늘(국산),11693
20160418.0,딸기,900
20160418.0,양파,2378
20160419.0,깐마늘(국산),11693
20160419.0,딸기,900
20160419.0,양파,2380
20160420.0,깐마늘(국산),11693
20160420.0,딸기,900
20160420.0,양파,2305
20160421.0,깐마늘(국산),11803
20160421.0,딸기,900
20160421.0,양파,2113
20160422.0,깐마늘(국산),11803
20160422.0,딸기,867
20160422.0,양파,2113
20160425.0,깐마늘(국산),11803
20160425.0,딸기,900
20160425.0,양파,2113
20160426.0,깐마늘(국산),11803
20160426.0,딸기,900
20160426.0,양파,2113
20160427.0,깐마늘(국산),11803
20160427.0,딸기,900
20160427.0,양파,2113
20160428.0,깐마늘(국산),12360
20160428.0,딸기,900
20160428.0,양파,1823
20160429.0,깐마늘(국산),12360
20160429.0,딸기,950
20160429.0,양파,1790
20160502.0,깐마늘(국산),12693
20160502.0,딸기,950
20160502.0,양파,1723
20160503.0,깐마늘(국산),12693
20160503.0,딸기,950
20160503.0,양파,1723
20160504.0,깐마늘(국산),12693
20160504.0,딸기,900
20160504.0,양파,1723
20160509.0,깐마늘(국산),12693
20160509.0,딸기,900
20160509.0,양파,1740
20160510.0,깐마늘(국산),12693
20160510.0,딸기,900
20160510.0,양파,1820
20160511.0,깐마늘(국산),13110
20160511.0,딸기,900
20160511.0,양파,1820
20160512.0,깐마늘(국산),13110
20160512.0,딸기,900
20160512.0,양파,1653
20160513.0,깐마늘(국산),13110
20160513.0,딸기,900
20160513.0,양파,1653
20160516.0,깐마늘(국산),13110
20160516.0,딸기,900
20160516.0,양파,1653
20160517.0,깐마늘(국산),13110
20160517.0,딸기,900
20160517.0,양파,1587
20160518.0,깐마늘(국산),13110
20160518.0,딸기,900
20160518.0,양파,1587
20160519.0,깐마늘(국산),13110
20160519.0,양파,1273
20160520.0,깐마늘(국산),13110
20160520.0,양파,1273
20160523.0,깐마늘(국산),13277
20160523.0,양파,1120
20160524.0,깐마늘(국산),13277
20160524.0,양파,1120
20160525.0,깐마늘(국산),13277
20160525.0,양파,1120
20160526.0,깐마늘(국산),13277
20160526.0,양파,1310
20160527.0,깐마늘(국산),13277
20160527.0,양파,1310
20160530.0,깐마늘(국산),13277
20160530.0,양파,1283
20160531.0,깐마늘(국산),13277
20160531.0,양파,1350
20160601.0,깐마늘(국산),13277
20160601.0,양파,1350
20160602.0,깐마늘(국산),13277
20160602.0,양파,1303
20160603.0,깐마늘(국산),13110
20160603.0,양파,1303
20160607.0,깐마늘(국산),13110
20160607.0,양파,1303
20160608.0,깐마늘(국산),13110
20160608.0,양파,1370
20160609.0,깐마늘(국산),12943
20160609.0,양파,1370
20160610.0,깐마늘(국산),12943
20160610.0,양파,1370
20160613.0,깐마늘(국산),12943
20160613.0,양파,1370
20160614.0,깐마늘(국산),12943
20160614.0,양파,1370
20160615.0,깐마늘(국산),12943
20160615.0,양파,1370
20160616.0,깐마늘(국산),12943
20160616.0,양파,1403
20160617.0,깐마늘(국산),12943
20160617.0,양파,1403
20160620.0,깐마늘(국산),12943
20160620.0,양파,1403
20160621.0,깐마늘(국산),12943
20160621.0,양파,1403
20160622.0,깐마늘(국산),12943
20160622.0,양파,1513
20160623.0,깐마늘(국산),12943
20160623.0,양파,1513
20160624.0,깐마늘(국산),12943
20160624.0,양파,1513
20160627.0,깐마늘(국산),12943
20160627.0,양파,1513
20160628.0,깐마늘(국산),12943
20160628.0,양파,1513
20160629.0,깐마늘(국산),12943
20160629.0,양파,1513
20160630.0,깐마늘(국산),12943
20160630.0,양파,1513
20160701.0,깐마늘(국산),12943
20160701.0,양파,1513
20160704.0,깐마늘(국산),12943
20160704.0,양파,1530
20160705.0,깐마늘(국산),11887
20160705.0,양파,1530
20160706.0,깐마늘(국산),11887
20160706.0,양파,1530
20160707.0,깐마늘(국산),12333
20160707.0,양파,1640
20160708.0,깐마늘(국산),12333
20160708.0,양파,1640
20160711.0,깐마늘(국산),12333
20160711.0,양파,1640
20160712.0,깐마늘(국산),12173
20160712.0,양파,1640
20160713.0,깐마늘(국산),12173
20160713.0,복숭아,19645
20160713.0,양파,1640
20160714.0,깐마늘(국산),12060
20160714.0,복숭아,19645
20160714.0,양파,1420
20160715.0,깐마늘(국산),12060
20160715.0,복숭아,19645
20160715.0,양파,1420
20160718.0,깐마늘(국산),11060
20160718.0,복숭아,19645
20160718.0,양파,1420
20160719.0,깐마늘(국산),11060
20160719.0,복숭아,19645
20160719.0,양파,1420
20160720.0,깐마늘(국산),11060
20160720.0,복숭아,19645
20160720.0,양파,1293
20160721.0,깐마늘(국산),11840
20160721.0,복숭아,17500
20160721.0,양파,1537
20160722.0,깐마늘(국산),11840
20160722.0,복숭아,17500
20160722.0,양파,1537
20160725.0,깐마늘(국산),11507
20160725.0,복숭아,17500
20160725.0,양파,1537
20160726.0,깐마늘(국산),10840
20160726.0,복숭아,18713
20160726.0,양파,1537
20160727.0,깐마늘(국산),10840
20160727.0,복숭아,17610
20160727.0,양파,1537
20160728.0,깐마늘(국산),10840
20160728.0,복숭아,18087
20160728.0,양파,1493
20160729.0,깐마늘(국산),10840
20160729.0,복숭아,18087
20160729.0,양파,1493
20160801.0,깐마늘(국산),10507
20160801.0,복숭아,18087
20160801.0,양파,1533
20160802.0,깐마늘(국산),10507
20160802.0,복숭아,18087
20160802.0,양파,1533
20160803.0,깐마늘(국산),10507
20160803.0,복숭아,18087
20160803.0,양파,1533
20160804.0,깐마늘(국산),10173
20160804.0,복숭아,16077
20160804.0,양파,1537
20160805.0,깐마늘(국산),10173
20160805.0,복숭아,16077
20160805.0,양파,1537
20160808.0,깐마늘(국산),10173
20160808.0,복숭아,17763
20160808.0,양파,1537
20160809.0,깐마늘(국산),10173
20160809.0,복숭아,17763
20160809.0,양파,1537
20160810.0,깐마늘(국산),10173
20160810.0,복숭아,17763
20160810.0,양파,1537
20160811.0,깐마늘(국산),10173
20160811.0,복숭아,16537
20160811.0,양파,1537
20160812.0,깐마늘(국산),10583
20160812.0,복숭아,16477
20160812.0,양파,1537
20160816.0,깐마늘(국산),10583
20160816.0,복숭아,16477
20160816.0,양파,1537
20160817.0,깐마늘(국산),10583
20160817.0,복숭아,16477
20160817.0,양파,1537
20160818.0,깐마늘(국산),10583
20160818.0,복숭아,14950
20160818.0,양파,1603
20160819.0,깐마늘(국산),10583
20160819.0,복숭아,14950
20160819.0,양파,1603
20160822.0,깐마늘(국산),10583
20160822.0,복숭아,14950
20160822.0,양파,1603
20160823.0,깐마늘(국산),10583
20160823.0,복숭아,13997
20160823.0,양파,1603
20160824.0,깐마늘(국산),10583
20160824.0,복숭아,13997
20160824.0,양파,1603
20160825.0,깐마늘(국산),10583
20160825.0,복숭아,14450
20160825.0,양파,1647
20160826.0,깐마늘(국산),10583
20160826.0,복숭아,14450
20160826.0,양파,1647
20160829.0,깐마늘(국산),10167
20160829.0,복숭아,18330
20160829.0,양파,1647
20160830.0,깐마늘(국산),10167
20160830.0,복숭아,18330
20160830.0,양파,1647
20160831.0,깐마늘(국산),10167
20160831.0,복숭아,18330
20160831.0,양파,1647
20160901.0,깐마늘(국산),10167
20160901.0,복숭아,22070
20160901.0,양파,1737
20160902.0,깐마늘(국산),10167
20160902.0,복숭아,22070
20160902.0,양파,1737
20160905.0,깐마늘(국산),9887
20160905.0,복숭아,20000
20160905.0,양파,1737
20160906.0,깐마늘(국산),9887
20160906.0,복숭아,20000
20160906.0,양파,1737
20160907.0,깐마늘(국산),9887
20160907.0,복숭아,20000
20160907.0,양파,1737
20160908.0,깐마늘(국산),9887
20160908.0,복숭아,20000
20160908.0,양파,1670
20160909.0,깐마늘(국산),9887
20160909.0,복숭아,20000
20160909.0,양파,1670
20160912.0,깐마늘(국산),9887
20160912.0,양파,1670
20160913.0,깐마늘(국산),9887
20160913.0,양파,1670
20160919.0,깐마늘(국산),9133
20160919.0,양파,1670
20160920.0,깐마늘(국산),9133
20160920.0,양파,1670
20160921.0,깐마늘(국산),9133
20160921.0,양파,1670
20160922.0,깐마늘(국산),9943
20160922.0,양파,1737
20160923.0,깐마늘(국산),9720
20160923.0,양파,1737
20160926.0,깐마늘(국산),9943
20160926.0,양파,1737
20160927.0,깐마늘(국산),9943
20160927.0,양파,1737
20160928.0,깐마늘(국산),9943
20160928.0,양파,1737
20160929.0,깐마늘(국산),10167
20160929.0,양파,1780
20160930.0,깐마늘(국산),10167
20160930.0,양파,1780
20161004.0,깐마늘(국산),10167
20161004.0,양파,1780
20161005.0,깐마늘(국산),10167
20161005.0,양파,1780
20161006.0,깐마늘(국산),10167
20161006.0,양파,1737
20161007.0,깐마늘(국산),10167
20161007.0,양파,1737
20161010.0,깐마늘(국산),10167
20161010.0,양파,1737
20161011.0,깐마늘(국산),10167
20161011.0,양파,1737
20161012.0,깐마늘(국산),10167
20161012.0,양파,1737
20161013.0,깐마늘(국산),10167
20161013.0,양파,1827
20161014.0,깐마늘(국산),10167
20161014.0,양파,1827
20161017.0,깐마늘(국산),10167
20161017.0,양파,1827
20161018.0,깐마늘(국산),10167
20161018.0,양파,1827
20161019.0,깐마늘(국산),10167
20161019.0,양파,1827
20161020.0,깐마늘(국산),10167
20161020.0,양파,1827
20161021.0,깐마늘(국산),10167
20161021.0,양파,1870
20161024.0,깐마늘(국산),10167
20161024.0,양파,1870
20161025.0,깐마늘(국산),10167
20161025.0,양파,1870
20161026.0,깐마늘(국산),10167
20161026.0,양파,1870
20161027.0,깐마늘(국산),10053
20161027.0,양파,1803
20161028.0,깐마늘(국산),10053
20161028.0,양파,1803
20161031.0,깐마늘(국산),10053
20161031.0,양파,1803
20161101.0,깐마늘(국산),10053
20161101.0,양파,1783
20161102.0,깐마늘(국산),10053
20161102.0,양파,1783
20161103.0,깐마늘(국산),10167
20161103.0,양파,1803
20161104.0,깐마늘(국산),10167
20161104.0,양파,1803
20161107.0,깐마늘(국산),10167
20161107.0,양파,1803
20161108.0,깐마늘(국산),10167
20161108.0,양파,1803
20161109.0,깐마늘(국산),10167
20161109.0,양파,1803
20161110.0,깐마늘(국산),10167
20161110.0,양파,1850
20161111.0,깐마늘(국산),10167
20161111.0,양파,1850
20161114.0,깐마늘(국산),10167
20161114.0,양파,1850
20161115.0,깐마늘(국산),10167
20161115.0,양파,1850
20161116.0,깐마늘(국산),10167
20161116.0,양파,1893
20161117.0,깐마늘(국산),10333
20161117.0,양파,1893
20161118.0,깐마늘(국산),10500
20161118.0,양파,1893
20161121.0,깐마늘(국산),10500
20161121.0,양파,1893
20161122.0,깐마늘(국산),10500
20161122.0,양파,1893
20161123.0,깐마늘(국산),10500
20161123.0,양파,1893
20161124.0,깐마늘(국산),10500
20161124.0,양파,1893
20161125.0,깐마늘(국산),10500
20161125.0,양파,1893
20161128.0,깐마늘(국산),10500
20161128.0,양파,1893
20161129.0,깐마늘(국산),10500
20161129.0,양파,1893
20161130.0,깐마늘(국산),10500
20161130.0,양파,1840
20161201.0,깐마늘(국산),10500
20161201.0,양파,1637
20161205.0,깐마늘(국산),10500
20161205.0,양파,1727
20161206.0,깐마늘(국산),10500
20161206.0,양파,1857
20161207.0,깐마늘(국산),10500
20161207.0,양파,1857
20161208.0,깐마늘(국산),11710
20161208.0,양파,1893
20161209.0,깐마늘(국산),10500
20161209.0,양파,1893
20161212.0,깐마늘(국산),10500
20161212.0,딸기,1733
20161212.0,양파,1893
20161213.0,깐마늘(국산),10500
20161213.0,딸기,1667
20161213.0,양파,1877
20161214.0,깐마늘(국산),10500
20161214.0,딸기,1600
20161214.0,양파,1877
20161215.0,깐마늘(국산),10610
20161215.0,딸기,1500
20161215.0,양파,1840
20161216.0,깐마늘(국산),10610
20161216.0,딸기,1500
20161216.0,양파,1840
20161219.0,깐마늘(국산),10610
20161219.0,딸기,1533
20161219.0,양파,1840
20161220.0,깐마늘(국산),10610
20161220.0,딸기,1533
20161220.0,양파,1840
20161221.0,깐마늘(국산),10610
20161221.0,딸기,1500
20161221.0,양파,1840
20161222.0,깐마늘(국산),10500
20161222.0,딸기,1547
20161222.0,양파,1883
20161223.0,깐마늘(국산),10500
20161223.0,딸기,1547
20161223.0,양파,1883
20161226.0,깐마늘(국산),10500
20161226.0,딸기,1450
20161226.0,양파,1900
20161227.0,깐마늘(국산),10500
20161227.0,딸기,1450
20161227.0,양파,1900
20161228.0,깐마늘(국산),10500
20161228.0,딸기,1450
20161228.0,양파,1900
20161229.0,깐마늘(국산),10610
20161229.0,딸기,1513
20161229.0,양파,1893
20161230.0,깐마늘(국산),10610
20161230.0,딸기,1513
20161230.0,양파,1893
20170102.0,깐마늘(국산),10610
20170102.0,딸기,1547
20170102.0,양파,1893
20170103.0,깐마늘(국산),10610
20170103.0,딸기,1533
20170103.0,양파,1893
20170104.0,깐마늘(국산),10610
20170104.0,딸기,1533
20170104.0,양파,1893
20170105.0,깐마늘(국산),10610
20170105.0,딸기,1533
20170105.0,양파,1900
20170106.0,깐마늘(국산),10610
20170106.0,딸기,1533
20170106.0,양파,1900
20170109.0,깐마늘(국산),10610
20170109.0,딸기,1533
20170109.0,양파,1900
20170110.0,깐마늘(국산),10610
20170110.0,딸기,1500
20170110.0,양파,1933
20170111.0,깐마늘(국산),10610
20170111.0,딸기,1500
20170111.0,양파,1967
20170112.0,깐마늘(국산),10053
20170112.0,딸기,1567
20170112.0,양파,1967
20170113.0,깐마늘(국산),10053
20170113.0,딸기,1567
20170113.0,양파,2020
20170116.0,깐마늘(국산),10053
20170116.0,딸기,1567
20170116.0,양파,2113
20170117.0,깐마늘(국산),10053
20170117.0,딸기,1510
20170117.0,양파,2113
20170118.0,깐마늘(국산),10053
20170118.0,딸기,1510
20170118.0,양파,2180
20170119.0,깐마늘(국산),10610
20170119.0,딸기,1510
20170119.0,양파,2270
20170120.0,깐마늘(국산),10610
20170120.0,딸기,1510
20170120.0,양파,2270
20170123.0,깐마늘(국산),10610
20170123.0,딸기,1510
20170123.0,양파,2270
20170124.0,깐마늘(국산),10667
20170124.0,딸기,1567
20170124.0,양파,2270
20170125.0,깐마늘(국산),10667
20170125.0,딸기,1600
20170125.0,양파,2270
20170126.0,깐마늘(국산),10667
20170126.0,딸기,1687
20170126.0,양파,2270
20170131.0,깐마늘(국산),10833
20170131.0,딸기,1687
20170131.0,양파,2270
20170201.0,깐마늘(국산),10833
20170201.0,딸기,1617
20170201.0,양파,2427
20170202.0,깐마늘(국산),10020
20170202.0,딸기,1363
20170202.0,양파,2513
20170203.0,깐마늘(국산),10020
20170203.0,딸기,1400
20170203.0,양파,2513
20170206.0,깐마늘(국산),10020
20170206.0,딸기,1400
20170206.0,양파,2513
20170207.0,깐마늘(국산),10020
20170207.0,딸기,1400
20170207.0,양파,2513
20170208.0,깐마늘(국산),10020
20170208.0,딸기,1400
20170208.0,양파,2547
20170209.0,깐마늘(국산),10720
20170209.0,딸기,1300
20170209.0,양파,2547
20170210.0,깐마늘(국산),10720
20170210.0,딸기,1300
20170210.0,양파,2547
20170213.0,깐마늘(국산),10720
20170213.0,딸기,1300
20170213.0,양파,2547
20170214.0,깐마늘(국산),10720
20170214.0,딸기,1267
20170214.0,양파,2547
20170215.0,깐마늘(국산),10720
20170215.0,딸기,1267
20170215.0,양파,2547
20170216.0,깐마늘(국산),10720
20170216.0,딸기,1210
20170216.0,양파,2437
20170217.0,깐마늘(국산),10720
20170217.0,딸기,1210
20170217.0,양파,2437
20170220.0,깐마늘(국산),10720
20170220.0,딸기,1210
20170220.0,양파,2437
20170221.0,깐마늘(국산),10720
20170221.0,딸기,1210
20170221.0,양파,2437
20170222.0,깐마늘(국산),10720
20170222.0,딸기,1177
20170222.0,양파,2437
20170223.0,깐마늘(국산),10720
20170223.0,딸기,1160
20170223.0,양파,2393
20170224.0,깐마늘(국산),10720
20170224.0,딸기,1197
20170224.0,양파,2393
20170227.0,깐마늘(국산),10720
20170227.0,딸기,1197
20170227.0,양파,2393
20170228.0,깐마늘(국산),10720
20170228.0,딸기,1197
20170228.0,양파,2393
20170302.0,깐마늘(국산),10720
20170302.0,딸기,1030
20170302.0,양파,2450
20170303.0,깐마늘(국산),10720
20170303.0,딸기,1097
20170303.0,양파,2450
20170306.0,깐마늘(국산),10720
20170306.0,딸기,1050
20170306.0,양파,2450
20170307.0,깐마늘(국산),10720
20170307.0,딸기,1050
20170307.0,양파,2450
20170308.0,깐마늘(국산),10720
20170308.0,딸기,1050
20170308.0,양파,2450
20170309.0,깐마늘(국산),10720
20170309.0,딸기,1030
20170309.0,양파,2357
20170310.0,깐마늘(국산),10720
20170310.0,딸기,1030
20170310.0,양파,2357
20170313.0,깐마늘(국산),10053
20170313.0,딸기,1030
20170313.0,양파,2357
20170314.0,깐마늘(국산),10053
20170314.0,딸기,997
20170314.0,양파,2357
20170315.0,깐마늘(국산),10053
20170315.0,딸기,997
20170315.0,양파,2357
20170316.0,깐마늘(국산),9797
20170316.0,딸기,1033
20170316.0,양파,2577
20170317.0,깐마늘(국산),9797
20170317.0,딸기,1033
20170317.0,양파,2577
20170320.0,깐마늘(국산),9797
20170320.0,딸기,1033
20170320.0,양파,2577
20170321.0,깐마늘(국산),9797
20170321.0,딸기,1033
20170321.0,양파,2577
20170322.0,깐마늘(국산),9797
20170322.0,딸기,1033
20170322.0,양파,2577
20170323.0,깐마늘(국산),10063
20170323.0,딸기,1067
20170323.0,양파,2607
20170324.0,깐마늘(국산),10063
20170324.0,딸기,933
20170324.0,양파,2607
20170327.0,깐마늘(국산),10720
20170327.0,딸기,933
20170327.0,양파,2607
20170328.0,깐마늘(국산),10720
20170328.0,딸기,933
20170328.0,양파,2607
20170329.0,깐마늘(국산),10720
20170329.0,딸기,933
20170329.0,양파,2607
20170330.0,깐마늘(국산),10720
20170330.0,딸기,933
20170330.0,양파,2417
20170331.0,깐마늘(국산),10720
20170331.0,딸기,933
20170331.0,양파,2417
20170403.0,깐마늘(국산),10720
20170403.0,딸기,933
20170403.0,양파,2547
20170404.0,깐마늘(국산),10720
20170404.0,딸기,933
20170404.0,양파,2547
20170405.0,깐마늘(국산),10720
20170405.0,딸기,900
20170405.0,양파,2547
20170406.0,깐마늘(국산),10387
20170406.0,딸기,933
20170406.0,양파,2657
20170407.0,깐마늘(국산),10387
20170407.0,딸기,900
20170407.0,양파,2563
20170410.0,깐마늘(국산),10387
20170410.0,딸기,900
20170410.0,양파,2563
20170411.0,깐마늘(국산),10387
20170411.0,딸기,900
20170411.0,양파,2822
20170412.0,깐마늘(국산),10387
20170412.0,딸기,900
20170412.0,양파,2822
20170413.0,깐마늘(국산),10720
20170413.0,딸기,863
20170413.0,양파,2516
20170414.0,깐마늘(국산),10720
20170414.0,딸기,863
20170414.0,양파,2680
20170417.0,깐마늘(국산),10387
20170417.0,딸기,863
20170417.0,양파,2695
20170418.0,깐마늘(국산),10387
20170418.0,딸기,863
20170418.0,양파,2695
20170419.0,깐마늘(국산),10387
20170419.0,딸기,863
20170419.0,양파,2670
20170420.0,깐마늘(국산),10387
20170420.0,딸기,863
20170420.0,양파,2560
20170421.0,깐마늘(국산),10387
20170421.0,딸기,863
20170421.0,양파,2333
20170424.0,깐마늘(국산),10387
20170424.0,딸기,937
20170424.0,양파,2333
20170425.0,깐마늘(국산),10387
